Year	GMSL (mm)	GIA Correction	Adjusted GMSL (mm)	Sea Level Rise (mm)	Manual Adjusted GMSL
1994.940323	-26.4	0.5820969000000105	-64.35790309999999	11.828639100000004	-64.35790309999999
1994.967489	-25.45	0.590246699999966	-63.39975330000003	12.786788899999962	-63.39975330000003
1994.994655	-24.95	0.5983964999999898	-62.89160350000001	13.294938699999982	-62.89160350000001
1995.021821	-24.62	0.6065463000000136	-62.55345369999999	13.6330885	-62.55345369999999
1995.048988	-24.49	0.6146964000000025	-62.415303599999994	13.771238599999997	-62.415303599999994
1995.076154	-24.77	0.6228462000000263	-62.687153799999976	13.499388400000015	-62.687153799999976
1995.10332	-25.17	0.6309959999999819	-63.07900400000002	13.107538199999972	-63.07900400000002
1995.130486	-25.46	0.6391458000000056	-63.36085419999999	12.825688	-63.36085419999999
1995.157652	-25.22	0.6472956000000295	-63.11270439999997	13.073837800000021	-63.11270439999997
1995.184818	-25.02	0.6554453999999851	-62.90455460000001	13.28198759999998	-62.90455460000001
1995.211984	-24.62	0.6635952000000088	-62.49640479999999	13.690137399999998	-62.49640479999999
1995.239151	-24.41	0.6717452999999978	-62.278254700000005	13.908287499999986	-62.278254700000005
1995.266317	-24.35	0.6798951000000215	-62.210104899999976	13.976437300000015	-62.210104899999976
1995.293483	-24.38	0.6880448999999771	-62.23195510000002	13.95458709999997	-62.23195510000002
1995.320649	-24.33	0.6961947000000009	-62.1738053	14.012736899999993	-62.1738053
1995.347815	-24.26	0.7043445000000247	-62.09565549999998	14.090886700000013	-62.09565549999998
1995.374981	-24.23	0.7124942999999803	-62.05750570000002	14.12903649999997	-62.05750570000002
1995.402148	-24.04	0.7206443999999692	-61.85935560000003	14.327186599999962	-61.85935560000003
1995.429314	-24.13	0.728794199999993	-61.941205800000006	14.245336399999985	-61.941205800000006
1995.45648	-24.63	0.7369440000000168	-62.43305599999998	13.753486200000012	-62.43305599999998
1995.483646	-25.46	0.7450937999999724	-63.25490620000003	12.931635999999962	-63.25490620000003
1995.510812	-25.87	0.7532435999999961	-63.656756400000006	12.529785799999985	-63.656756400000006
1995.537978	-26.63	0.7613934000000199	-64.40860659999998	11.777935600000006	-64.40860659999998
1995.565144	-26.53	0.7695431999999754	-64.30045680000002	11.88608539999997	-64.30045680000002
1995.592311	-26.18	0.7776933000000327	-63.94230669999997	12.244235500000023	-63.94230669999997
1995.619477	-25.56	0.7858430999999882	-63.314156900000015	12.872385299999976	-63.314156900000015
1995.646643	-25.03	0.793992900000012	-62.77600709999999	13.410535100000004	-62.77600709999999
1995.673809	-24.44	0.8021426999999676	-62.17785730000003	14.008684899999963	-62.17785730000003
1995.700975	-23.53	0.8102924999999913	-61.259707500000005	14.926834699999986	-61.259707500000005
1995.728141	-23.59	0.8184423000000152	-61.31155769999998	14.87498450000001	-61.31155769999998
1995.755307	-23.13	0.8265920999999707	-60.84340790000003	15.34313429999996	-60.84340790000003
1995.782474	-23.67	0.8347422000000279	-61.37525779999997	14.81128440000002	-61.37525779999997
1995.80964	-24.36	0.8428919999999834	-62.057108000000014	14.129434199999977	-62.057108000000014
1995.836806	-24.75	0.8510418000000072	-62.43895819999999	13.747584000000003	-62.43895819999999
1995.863972	-24.66	0.859191600000031	-62.34080839999997	13.84573380000002	-62.34080839999997
1995.891138	-24.28	0.8673413999999866	-61.952658600000014	14.233883599999977	-61.952658600000014
1995.918304	-23.96	0.8754912000000104	-61.62450879999999	14.562033400000004	-61.62450879999999
1995.945471	-24.03	0.8836412999999993	-61.6863587	14.500183499999991	-61.6863587
1995.972637	-24.09	0.891791100000023	-61.738208899999975	14.448333300000016	-61.738208899999975
1995.999803	-24.26	0.8999408999999786	-61.90005910000002	14.28648309999997	-61.90005910000002
1996.026895	-24.57	0.9080684999999903	-62.20193150000001	13.984610699999983	-62.20193150000001
1996.053987	-24.7	0.9161961000000018	-62.3238039	13.86273829999999	-62.3238039
1996.081079	-24.31	0.9243237000000135	-61.925676299999985	14.260865900000006	-61.925676299999985
1996.108171	-24.04	0.9324513000000252	-61.64754869999997	14.538993500000018	-61.64754869999997
1996.135263	-23.49	0.9405788999999686	-61.089421100000024	15.097121099999967	-61.089421100000024
1996.162355	-23.17	0.9487064999999801	-60.76129350000002	15.425248699999969	-60.76129350000002
1996.189447	-23.23	0.9568340999999918	-60.81316590000001	15.373376299999983	-60.81316590000001
1996.216539	-23.66	0.9649617000000035	-61.2350383	14.951503899999992	-61.2350383
1996.243631	-24.4	0.973089300000015	-61.966910699999985	14.219631500000006	-61.966910699999985
1996.270723	-25.12	0.9812169000000267	-62.678783099999976	13.507759100000015	-62.678783099999976
1996.297815	-25.57	0.9893444999999701	-63.12065550000003	13.065886699999965	-63.12065550000003
1996.324907	-26.02	0.9974720999999818	-63.56252790000002	12.62401429999997	-63.56252790000002
1996.351998	-25.77	1.0055994000000281	-63.304400599999965	12.882141600000026	-63.304400599999965
1996.37909	-25.32	1.0137269999999716	-62.846273000000025	13.340269199999966	-62.846273000000025
1996.406182	-24.94	1.0218545999999833	-62.45814540000002	13.72839679999997	-62.45814540000002
1996.433274	-24.7	1.029982199999995	-62.2100178	13.976524399999988	-62.2100178
1996.460366	-24.52	1.0381098000000064	-62.02189019999999	14.164652000000004	-62.02189019999999
1996.487458	-24.27	1.046237400000018	-61.76376259999998	14.422779600000013	-61.76376259999998
1996.51455	-24.01	1.0543650000000298	-61.49563499999997	14.69090720000002	-61.49563499999997
1996.541642	-23.93	1.0624925999999733	-61.40750740000003	14.779034799999963	-61.40750740000003
1996.568734	-24.24	1.0706201999999847	-61.70937980000001	14.477162399999983	-61.70937980000001
1996.595826	-25.04	1.0787477999999964	-62.5012522	13.685289999999988	-62.5012522
1996.622918	-25.73	1.086875400000008	-63.18312459999999	13.003417599999999	-63.18312459999999
1996.65001	-26.47	1.0950030000000197	-63.91499699999998	12.271545200000013	-63.91499699999998
1996.677102	-26.51	1.1031306000000314	-63.94686939999997	12.239672800000022	-63.94686939999997
1996.704194	-25.94	1.1112581999999747	-63.36874180000002	12.817800399999967	-63.36874180000002
1996.731285	-24.91	1.1193855000000212	-62.33061449999998	13.85592770000001	-62.33061449999998
1996.758377	-23.66	1.127513100000033	-61.072486899999966	15.114055300000025	-61.072486899999966
1996.785469	-22.49	1.1356406999999762	-59.89435930000002	16.292182899999972	-59.89435930000002
1996.812561	-21.81	1.1437682999999879	-59.20623170000001	16.98031049999998	-59.20623170000001
1996.839653	-21.82	1.1518958999999995	-59.2081041	16.97843809999999	-59.2081041
1996.866745	-22.45	1.1600235000000112	-59.82997649999999	16.356565700000004	-59.82997649999999
1996.893837	-23.47	1.1681511000000226	-60.841848899999974	15.344693300000017	-60.841848899999974
1996.920929	-24.53	1.1762786999999661	-61.89372130000004	14.292820899999953	-61.89372130000004
1996.948021	-25.27	1.1844062999999778	-62.625593700000024	13.560948499999967	-62.625593700000024
1996.975113	-26.08	1.1925338999999895	-63.427466100000004	12.759076099999987	-63.427466100000004
1997.002211	-26.18	1.2006632999999964	-63.519336700000004	12.667205499999987	-63.519336700000004
1997.029377	-25.94	1.2088131000000202	-63.271186899999975	12.915355300000016	-63.271186899999975
1997.056543	-25.61	1.2169628999999758	-62.93303710000002	13.25350509999997	-62.93303710000002
1997.083709	-25.29	1.2251126999999997	-62.6048873	13.58165489999999	-62.6048873
1997.110875	-25.01	1.2332625000000235	-62.316737499999974	13.869804700000017	-62.316737499999974
1997.138042	-24.69	1.2414126000000123	-61.988587399999986	14.197954800000005	-61.988587399999986
1997.165208	-24.26	1.2495623999999679	-61.55043760000004	14.636104599999953	-61.55043760000004
1997.192374	-23.79	1.2577121999999916	-61.072287800000005	15.114254399999986	-61.072287800000005
1997.21954	-23.37	1.2658620000000156	-60.644137999999984	15.542404200000007	-60.644137999999984
1997.246706	-23.09	1.2740117999999712	-60.35598820000003	15.830553999999964	-60.35598820000003
1997.273872	-22.75	1.282161599999995	-60.007838400000004	16.178703799999987	-60.007838400000004
1997.301038	-22.44	1.2903114000000186	-59.68968859999998	16.49685360000001	-59.68968859999998
1997.328205	-22.0	1.2984615000000075	-59.24153849999999	16.9450037	-59.24153849999999
1997.355371	-21.57	1.3066113000000315	-58.80338869999997	17.38315350000002	-58.80338869999997
1997.382537	-21.31	1.314761099999987	-58.53523890000001	17.65130329999998	-58.53523890000001
1997.409703	-21.05	1.3229109000000108	-58.26708909999999	17.9194531	-58.26708909999999
1997.436869	-21.07	1.3310606999999663	-58.27893930000003	17.907602899999958	-58.27893930000003
1997.464035	-20.56	1.33921049999999	-57.76078950000001	18.425752699999983	-57.76078950000001
1997.491202	-19.77	1.347360599999979	-56.962639400000015	19.223902799999976	-56.962639400000015
1997.518368	-18.98	1.355510400000003	-56.164489599999996	20.022052599999995	-56.164489599999996
1997.545534	-18.34	1.3636602000000266	-55.51633979999997	20.670202400000022	-55.51633979999997
1997.5727	-17.87	1.3718099999999822	-55.038190000000014	21.148352199999977	-55.038190000000014
1997.599866	-17.38	1.379959800000006	-54.54004019999999	21.646501999999998	-54.54004019999999
1997.627032	-16.91	1.3881096000000297	-54.06189039999997	22.124651800000024	-54.06189039999997
1997.654198	-16.41	1.3962593999999853	-53.55374060000001	22.63280159999998	-53.55374060000001
1997.681365	-15.96	1.4044094999999743	-53.09559050000003	23.090951699999962	-53.09559050000003
1997.708531	-15.6	1.412559299999998	-52.7274407	23.45910149999999	-52.7274407
1997.735697	-15.42	1.4207091000000218	-52.539290899999976	23.647251300000015	-52.539290899999976
1997.762863	-15.73	1.4288588999999774	-52.84114110000002	23.345401099999968	-52.84114110000002
1997.790029	-15.62	1.4370087000000011	-52.7229913	23.463550899999994	-52.7229913
1997.817195	-15.81	1.4451585000000249	-52.904841499999975	23.281700700000016	-52.904841499999975
1997.844362	-16.13	1.453308600000014	-53.21669139999999	22.969850800000003	-53.21669139999999
1997.871528	-16.83	1.4614583999999695	-53.90854160000003	22.278000599999963	-53.90854160000003
1997.898694	-17.31	1.4696081999999933	-54.380391800000005	21.806150399999986	-54.380391800000005
1997.92586	-17.65	1.477758000000017	-54.71224199999998	21.47430020000001	-54.71224199999998
1997.953026	-18.08	1.4859077999999726	-55.134092200000026	21.052449999999965	-55.134092200000026
1997.980192	-17.96	1.4940575999999963	-55.0059424	21.18059979999999	-55.0059424
1998.007358	-17.69	1.5022074000000203	-54.72779259999998	21.45874960000001	-54.72779259999998
1998.034525	-17.51	1.5103575000000091	-54.53964249999999	21.6468997	-54.53964249999999
1998.061691	-17.63	1.5185073000000329	-54.65149269999996	21.535049500000028	-54.65149269999996
1998.088857	-17.94	1.5266570999999884	-54.95334290000001	21.23319929999998	-54.95334290000001
1998.116023	-18.23	1.5348069000000122	-55.23519309999999	20.9513491	-55.23519309999999
1998.143189	-18.42	1.5429566999999678	-55.41704330000003	20.76949889999996	-55.41704330000003
1998.170355	-18.52	1.5511064999999917	-55.508893500000006	20.677648699999985	-55.508893500000006
1998.197521	-18.47	1.5592563000000155	-55.45074369999998	20.73579850000001	-55.45074369999998
1998.224688	-18.38	1.5674064000000043	-55.35259359999999	20.8339486	-55.35259359999999
1998.251854	-18.17	1.575556200000028	-55.13444379999997	21.05209840000002	-55.13444379999997
1998.27902	-17.95	1.5837059999999836	-54.90629400000002	21.280248199999974	-54.90629400000002
1998.306186	-17.95	1.5918558000000076	-54.89814419999999	21.288398	-54.89814419999999
1998.333352	-18.41	1.6000056000000313	-55.34999439999997	20.83654780000002	-55.34999439999997
1998.360518	-19.47	1.608155399999987	-56.40184460000001	19.78469759999998	-56.40184460000001
1998.387685	-20.52	1.6163054999999757	-57.44369450000002	18.74284769999997	-57.44369450000002
1998.414851	-21.86	1.6244552999999995	-58.7755447	17.410997499999993	-58.7755447
1998.442017	-22.23	1.6326051000000235	-59.137394899999975	17.049147300000016	-59.137394899999975
1998.469183	-22.22	1.640754899999979	-59.119245100000015	17.067297099999976	-59.119245100000015
1998.496349	-22.27	1.6489047000000028	-59.1610953	17.02544689999999	-59.1610953
1998.523515	-22.58	1.6570545000000265	-59.462945499999975	16.723596700000016	-59.462945499999975
1998.550681	-22.92	1.665204299999982	-59.79479570000002	16.391746499999968	-59.79479570000002
1998.577848	-23.34	1.673354399999971	-60.20664560000003	15.979896599999961	-60.20664560000003
1998.605014	-23.5	1.681504199999995	-60.3584958	15.828046399999991	-60.3584958
1998.63218	-23.72	1.6896540000000186	-60.57034599999998	15.616196200000012	-60.57034599999998
1998.659346	-24.08	1.6978037999999742	-60.92219620000002	15.264345999999968	-60.92219620000002
1998.686512	-24.58	1.705953599999998	-61.414046400000004	14.772495799999987	-61.414046400000004
1998.713678	-25.09	1.7141034000000217	-61.91589659999998	14.270645600000009	-61.91589659999998
1998.740845	-25.52	1.7222535000000108	-62.33774649999999	13.848795700000004	-62.33774649999999
1998.768011	-25.64	1.7304032999999663	-62.44959670000003	13.736945499999962	-62.44959670000003
1998.795177	-25.7	1.73855309999999	-62.501446900000005	13.685095299999986	-62.501446900000005
1998.822343	-25.84	1.7467029000000138	-62.633297099999986	13.553245100000005	-62.633297099999986
1998.849509	-25.99	1.7548526999999694	-62.77514730000003	13.411394899999962	-62.77514730000003
1998.876675	-25.87	1.7630024999999931	-62.64699750000001	13.53954469999998	-62.64699750000001
1998.903841	-25.61	1.7711523000000169	-62.37884769999998	13.80769450000001	-62.37884769999998
1998.931008	-25.04	1.779302400000006	-61.80069759999999	14.385844599999999	-61.80069759999999
1998.958174	-24.45	1.7874522000000297	-61.20254779999997	14.983994400000022	-61.20254779999997
1998.98534	-23.97	1.7956019999999853	-60.71439800000002	15.472144199999974	-60.71439800000002
1999.012506	-23.61	1.803751800000009	-60.34624819999999	15.840294	-60.34624819999999
1999.039672	-23.2	1.8119016000000328	-59.92809839999997	16.258443800000023	-59.92809839999997
1999.066838	-22.6	1.8200513999999883	-59.31994860000001	16.86659359999998	-59.31994860000001
1999.094005	-21.94	1.8282014999999774	-58.65179850000003	17.534743699999964	-58.65179850000003
1999.121171	-21.67	1.8363513000000011	-58.373648700000004	17.812893499999987	-58.373648700000004
1999.148337	-21.37	1.8445011000000249	-58.06549889999998	18.12104330000001	-58.06549889999998
1999.175503	-21.46	1.8526508999999804	-58.14734910000002	18.03919309999997	-58.14734910000002
1999.202669	-21.54	1.8608007000000042	-58.21919929999999	17.9673429	-58.21919929999999
1999.229835	-21.45	1.868950500000028	-58.12104949999997	18.06549270000002	-58.12104949999997
1999.257001	-21.34	1.8771002999999835	-58.002899700000015	18.183642499999976	-58.002899700000015
1999.284168	-21.35	1.8852503999999726	-58.004749600000025	18.181792599999966	-58.004749600000025
1999.311334	-21.63	1.8934001999999963	-58.2765998	17.90994239999999	-58.2765998
1999.3385	-22.02	1.90155000000002	-58.658449999999974	17.528092200000017	-58.658449999999974
1999.365666	-22.27	1.9096997999999756	-58.90030020000002	17.286241999999973	-58.90030020000002
1999.392832	-22.32	1.9178495999999994	-58.9421504	17.24439179999999	-58.9421504
1999.419998	-22.21	1.9259994000000233	-58.82400059999998	17.362541600000014	-58.82400059999998
1999.447164	-22.02	1.934149199999979	-58.62585080000002	17.560691399999968	-58.62585080000002
1999.474331	-21.67	1.9422992999999678	-58.267700700000034	17.918841499999957	-58.267700700000034
1999.501497	-21.63	1.9504490999999915	-58.2195509	17.96699129999999	-58.2195509
1999.528663	-21.49	1.9585989000000152	-58.07140109999998	18.11514110000001	-58.07140109999998
1999.555829	-21.37	1.9667486999999708	-57.94325130000003	18.243290899999963	-57.94325130000003
1999.582995	-21.21	1.9748984999999948	-57.775101500000005	18.411440699999986	-57.775101500000005
1999.610161	-20.94	1.9830483000000185	-57.49695169999998	18.68959050000001	-57.49695169999998
1999.637328	-20.42	1.9911984000000074	-56.96880159999999	19.2177406	-56.96880159999999
1999.664494	-19.62	1.999348200000031	-56.16065179999997	20.025890400000023	-56.16065179999997
1999.69166	-18.72	2.0074979999999867	-55.25250200000001	20.934040199999984	-55.25250200000001
1999.718826	-17.94	2.0156478000000106	-54.46435219999999	21.722189999999998	-54.46435219999999
1999.745992	-17.7	2.0237975999999662	-54.21620240000003	21.970339799999962	-54.21620240000003
1999.773158	-17.12	2.0319473999999897	-53.62805260000001	22.55848959999998	-53.62805260000001
1999.800324	-17.15	2.0400972000000137	-53.649902799999985	22.536639400000006	-53.649902799999985
1999.827491	-17.3	2.0482473000000025	-53.791752699999996	22.394789499999995	-53.791752699999996
1999.854657	-17.29	2.0563971000000265	-53.77360289999997	22.41293930000002	-53.77360289999997
1999.881823	-16.96	2.064546899999982	-53.43545310000002	22.751089099999973	-53.43545310000002
1999.908989	-16.34	2.0726967000000056	-52.807303299999994	23.379238899999997	-52.807303299999994
1999.936155	-15.68	2.0808465000000296	-52.13915349999997	24.04738870000002	-52.13915349999997
1999.963321	-15.19	2.088996299999985	-51.64100370000001	24.545538499999978	-51.64100370000001
1999.990488	-14.9	2.097146399999974	-51.342853600000026	24.843688599999965	-51.342853600000026
2000.017605	-14.76	2.1052815000000007	-51.1947185	24.99182369999999	-51.1947185
2000.044697	-14.74	2.1134091000000126	-51.16659089999999	25.019951300000002	-51.16659089999999
2000.071789	-15.02	2.121536700000024	-51.438463299999974	24.748078900000017	-51.438463299999974
2000.098881	-15.34	2.1296642999999675	-51.75033570000003	24.43620649999996	-51.75033570000003
2000.125973	-15.81	2.137791899999979	-52.21220810000002	23.97433409999997	-52.21220810000002
2000.153065	-16.12	2.145919499999991	-52.514080500000006	23.672461699999985	-52.514080500000006
2000.180157	-16.16	2.1540471000000023	-52.545952899999996	23.640589299999995	-52.545952899999996
2000.207249	-16.01	2.162174700000014	-52.38782529999999	23.798716900000002	-52.38782529999999
2000.234341	-15.96	2.1703023000000257	-52.329697699999976	23.856844500000015	-52.329697699999976
2000.261433	-16.28	2.178429899999969	-52.64157010000003	23.54497209999996	-52.64157010000003
2000.288525	-16.85	2.1865574999999806	-53.20344250000002	22.98309969999997	-53.20344250000002
2000.315617	-17.27	2.1946850999999925	-53.61531490000001	22.571227299999983	-53.61531490000001
2000.342709	-17.36	2.202812700000004	-53.697187299999996	22.489354899999995	-53.697187299999996
2000.369801	-17.04	2.2109403000000154	-53.36905969999998	22.81748250000001	-53.36905969999998
2000.396892	-16.93	2.219067599999994	-53.2509324	22.935609799999988	-53.2509324
2000.423984	-16.81	2.2271952000000055	-53.12280479999999	23.0637374	-53.12280479999999
2000.451076	-16.91	2.235322800000017	-53.21467719999998	22.971865000000008	-53.21467719999998
2000.478168	-17.1	2.243450400000029	-53.39654959999997	22.78999260000002	-53.39654959999997
2000.50526	-17.26	2.2515779999999723	-53.54842200000003	22.63812019999996	-53.54842200000003
2000.532352	-17.25	2.2597055999999838	-53.53029440000002	22.656247799999974	-53.53029440000002
2000.559444	-17.06	2.267833199999995	-53.3321668	22.854375399999988	-53.3321668
2000.586536	-16.88	2.275960800000007	-53.144039199999995	23.042502999999996	-53.144039199999995
2000.613628	-16.79	2.2840884000000186	-53.04591159999998	23.14063060000001	-53.04591159999998
2000.64072	-16.39	2.2922160000000305	-52.63778399999997	23.548758200000023	-52.63778399999997
2000.667812	-16.11	2.3003435999999735	-52.34965640000003	23.836885799999962	-52.34965640000003
2000.694904	-15.08	2.3084711999999854	-51.31152880000001	24.87501339999998	-51.31152880000001
2000.721996	-14.06	2.316598799999997	-50.2834012	25.90314099999999	-50.2834012
2000.749088	-12.6	2.3247264000000087	-48.81527359999999	27.3712686	-48.81527359999999
2000.776179	-11.85	2.332853699999987	-48.057146300000014	28.129395899999977	-48.057146300000014
2000.803271	-11.61	2.3409812999999984	-47.809018699999996	28.377523499999995	-47.809018699999996
2000.830363	-11.73	2.3491089000000103	-47.92089109999999	28.2656511	-47.92089109999999
2000.857455	-12.17	2.3572365000000217	-48.35276349999998	27.83377870000001	-48.35276349999998
2000.884547	-12.34	2.365364100000033	-48.514635899999966	27.671906300000025	-48.514635899999966
2000.911639	-12.66	2.3734916999999767	-48.82650830000002	27.36003389999997	-48.82650830000002
2000.938731	-12.89	2.3816192999999886	-49.04838070000001	27.13816149999998	-49.04838070000001
2000.965823	-12.87	2.3897469	-49.0202531	27.166289099999993	-49.0202531
2000.992915	-12.52	2.3978745000000115	-48.66212549999999	27.524416700000003	-48.66212549999999
2001.020062	-12.33	2.406018600000016	-48.46398139999998	27.72256080000001	-48.46398139999998
2001.047228	-12.24	2.4141683999999715	-48.36583160000003	27.820710599999963	-48.36583160000003
2001.074394	-12.38	2.422318199999995	-48.49768180000001	27.68886039999998	-48.49768180000001
2001.10156	-12.45	2.430468000000019	-48.559531999999976	27.627010200000015	-48.559531999999976
2001.128726	-12.23	2.4386177999999745	-48.33138220000002	27.85515999999997	-48.33138220000002
2001.155892	-11.71	2.446767599999998	-47.8032324	28.383309799999992	-47.8032324
2001.183059	-11.09	2.4549176999999873	-47.175082300000014	29.011459899999977	-47.175082300000014
2001.210225	-10.76	2.463067500000011	-46.83693249999999	29.349609700000002	-46.83693249999999
2001.237391	-10.32	2.4712172999999664	-46.388782700000036	29.797759499999955	-46.388782700000036
2001.264557	-10.26	2.4793670999999904	-46.32063290000001	29.865909299999984	-46.32063290000001
2001.291723	-10.32	2.487516900000014	-46.37248309999998	29.81405910000001	-46.37248309999998
2001.318889	-10.37	2.4956666999999695	-46.41433330000003	29.77220889999996	-46.41433330000003
